CIS Microsoft Intune for Windows 11 Benchmark
v4.0.0 - 04-25-2025

Compliance Status|Number|Level|Title|Implemented|Reasoning|Profile Applicability|Description|Rationale|Impact|Audit|Remediation|Default Value|References|Additional Information
To Review|4.5.3|(L1)|Ensure 'MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)' is set to 'Enabled: Highest protection, source routing is completely disabled' (Automated)|||• Level 1 (L1)|IP source routing is a mechanism that allows the sender to determine the IP route that a datagram should take through the network. It is recommended to configure this setting to Not Defined for enterprise environments and to Highest Protection for high security environments to completely disable source routing. The recommended state for this setting is: Enabled: Highest protection, source routing is completely disabled.|An attacker could use source routed packets to obscure their identity and location. Source routing allows a computer that sends a packet to specify the route that the packet takes.|All incoming source routed packets will be dropped.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 2. HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters:DisableIPSourceRoutin g|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: Highest protection, source routing is completely disabled. Administrative Templates\MSS (Legacy)\MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)|Medium, source routed packets ignored when IP forwarding is enabled.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspmsslegacy#ipsourceroutingprotectionlevel 3. Minimum OS CSP: Windows 10, Version 1803 and later 4. GRID: MS-00000251|
To Review|4.5.4|(L2)|Ensure 'MSS: (DisableSavePassword) Prevent the dial- up password from being saved (recommended)' is set to 'Enabled' (Automated)|||• Level 2 (L2)|"When you dial a phonebook or VPN entry in Dial-Up Networking, you can use the ""Save Password"" option so that your Dial-Up Networking password is cached and you will not need to enter it on successive dial attempts. For security, administrators may want to prevent users from caching passwords. The recommended state for this setting is: Enabled."|An attacker who steals a mobile user's computer could automatically connect to the organization's network if the Save This Password check box is selected for the dial-up or VPN networking entry used to connect to your organization's network.|Users will not be able to automatically store their logon credentials for dial-up and VPN connections.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 1. HKLM\SYSTEM\CurrentControlSet\Services\RasMan\Parameters:DisableSavePassword|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled. Administrative Templates\MSS (Legacy)\MSS:(DisableSavePassword) Prevent the dial-up password from being saved (recommended)|Disabled. (Saving of dial-up and VPN passwords is allowed.)|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_disablesavepassword 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000252|
To Review|4.5.5|(L1)|Ensure 'MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes' is set to 'Disabled' (Automated)|||• Level 1 (L1)|Internet Control Message Protocol (ICMP) redirects cause the IPv4 stack to plumb host routes. These routes override the Open Shortest Path First (OSPF) generated routes. The recommended state for this setting is: Disabled.|This behavior is expected. The problem is that the 10 minute time-out period for the ICMP redirect-plumbed routes temporarily creates a network situation in which traffic will no longer be routed properly for the affected host. Ignoring such ICMP redirects will limit the system's exposure to attacks that will impact its ability to participate on the network.|When Routing and Remote Access Service (RRAS) is configured as an autonomous system boundary router (ASBR), it does not correctly import connected interface subnet routes. Instead, this router injects host routes into the OSPF routes. However, the OSPF router cannot be used as an ASBR router, and when connected interface subnet routes are imported into OSPF the result is confusing routing tables with strange routing paths.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 0. HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters:EnableICMPRedirect|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Disabled. Administrative Templates\MSS (Legacy)\MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes|Enabled. (ICMP redirects can override OSPF-generated routes.)|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspmsslegacy#allowicmpredirectstooverrideospfgeneratedroutes 3. Minimum OS CSP: Windows 10, Version 1803 and later 4. GRID: MS-00000253|
To Review|4.5.6|(L2)|Ensure 'MSS: (KeepAliveTime) How often keep-alive packets are sent in milliseconds' is set to 'Enabled: 300,000 or 5 minutes (recommended)' (Automated)|||• Level 2 (L2)|This value controls how often TCP attempts to verify that an idle connection is still intact by sending a keep-alive packet. If the remote computer is still reachable, it acknowledges the keep-alive packet. The recommended state for this setting is: Enabled: 300,000 or 5 minutes (recommended).|An attacker who is able to connect to network applications could establish numerous connections to cause a DoS condition.|Keep-alive packets are not sent by default by Windows. However, some applications may configure the TCP stack flag that requests keep-alive packets. For such configurations, you can lower this value from the default setting of two hours to five minutes to disconnect inactive sessions more quickly.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 300000. HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters:KeepAliveTime|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: 300,000 or 5 minutes (recommended). Administrative Templates\MSS (Legacy)\MSS: (KeepAliveTime) How often keep- alive packets are sent in milliseconds|7,200,000 milliseconds or 120 minutes.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_keepalivetime 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000254|
To Review|4.5.7|(L1)|Ensure 'MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers' is set to 'Enabled' (Automated)|||• Level 1 (L1)|NetBIOS over TCP/IP is a network protocol that among other things provides a way to easily resolve NetBIOS names that are registered on Windows-based systems to the IP addresses that are configured on those systems. This setting determines whether the computer releases its NetBIOS name when it receives a name-release request. The recommended state for this setting is: Enabled.|The NetBT protocol is designed not to use authentication, and is therefore vulnerable to spoofing. Spoofing makes a transmission appear to come from a user other than the user who performed the action. A malicious user could exploit the unauthenticated nature of the protocol to send a name-conflict datagram to a target computer, which would cause the computer to relinquish its name and not respond to queries. An attacker could send a request over the network and query a computer to release its NetBIOS name. As with any change that could affect applications, it is recommended that you test this change in a non-production environment before you change the production environment. The result of such an attack could be to cause intermittent connectivity issues on the target computer, or even to prevent the use of Network Neighborhood, domain logons, the NET SEND command, or additional NetBIOS name resolution.|None - this is the default behavior.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 1. HKLM\SYSTEM\CurrentControlSet\Services\NetBT\Parameters:NoNameReleaseOnDemand|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled. Administrative Templates\MSS (Legacy)\MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers|Enabled.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspmsslegacy#allowthecomputertoignorenetbiosnamereleaserequestsexceptfromwi nsservers 3. Minimum OS CSP: Windows 10, Version 1803 and later 4. GRID: MS-00000255|
To Review|4.5.8|(L2)|Ensure 'MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses (could lead to DoS)' is set to 'Disabled' (Automated)|||• Level 2 (L2)|This setting is used to enable or disable the Internet Router Discovery Protocol (IRDP), which allows the system to detect and configure default gateway addresses automatically as described in RFC 1256 on a per-interface basis. The recommended state for this setting is: Disabled.|An attacker who has gained control of a computer on the same network segment could configure a computer on the network to impersonate a router. Other computers with IRDP enabled would then attempt to route their traffic through the already compromised computer.|Windows will not automatically detect and configure default gateway addresses on the computer.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 0. HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters:PerformRouterDiscover y|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Disabled. Administrative Templates\MSS (Legacy)\MSS: (PerformRouterDiscovery) Allow IRDP to detect and configure Default Gateway addresses (could lead to DoS)|Enable only if DHCP sends the Perform Router Discovery option.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_performrouterdiscovery 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000256|
To Review|4.5.9|(L1)|Ensure 'MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)' is set to 'Enabled' (Automated)|||• Level 1 (L1)|"The DLL search order can be configured to search for DLLs that are requested by running processes in one of two ways: • Search folders specified in the system path first, and then search the current working folder. • Search current working folder first, and then search the folders specified in the system path. When enabled, the registry value is set to 1. With a setting of 1, the system first searches the folders that are specified in the system path and then searches the current working folder. When disabled the registry value is set to 0 and the system first searches the current working folder and then searches the folders that are specified in the system path. Applications will be forced to search for DLLs in the system path first. For applications that require unique versions of these DLLs that are included with the application, this entry could cause performance or stability problems. The recommended state for this setting is: Enabled. Note: More information on how Safe DLL search mode works is available at this link: Dynamic-Link Library Search Order - Windows applications | Microsoft Docs"|If a user unknowingly executes hostile code that was packaged with additional files that include modified versions of system DLLs, the hostile code could load its own versions of those DLLs and potentially increase the type and degree of damage the code can render.|None - this is the default behavior.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 1. HKLM\SYSTEM\CurrentControlSet\Control\Session Manager:SafeDllSearchMode|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled. Administrative Templates\MSS (Legacy)\MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)|Enabled.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_safedllsearchmode 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000257|
To Review|4.5.10|(L1)|Ensure 'MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended)' is set to 'Enabled: 5 or fewer seconds' (Automated)|||• Level 1 (L1)|Windows includes a grace period between when the screen saver is launched and when the console is actually locked automatically when screen saver locking is enabled. The recommended state for this setting is: Enabled: 5 or fewer seconds.|The default grace period that is allowed for user movement before the screen saver lock takes effect is five seconds. If you leave the default grace period configuration, your computer is vulnerable to a potential attack from someone who could approach the console and attempt to log on to the computer before the lock takes effect. An entry to the registry can be made to adjust the length of the grace period.|Users will have to enter their passwords to resume their console sessions as soon as the grace period ends after screen saver activation.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 5. HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon:ScreenSaverGracePeriod|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: 5 or fewer seconds. Administrative Templates\MSS (Legacy)\MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended)|5 seconds.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_screensavergraceperiod 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000258|
To Review|4.5.11|(L2)|Ensure 'MSS: (TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3' (Automated)|||• Level 2 (L2)|This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.|A malicious user could exhaust a target computer's resources if it never sent any acknowledgment messages for data that was transmitted by the target computer.|TCP starts a retransmission timer when each outbound segment is passed to the IP. If no acknowledgment is received for the data in a given segment before the timer expires, then the segment is retransmitted up to three times.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 3. HKLM\SYSTEM\CurrentControlSet\Services\TCPIP6\Parameters:TcpMaxDataRetransmis sions|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: 3. Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions IPv6) How many times unacknowledged data is retransmitted|5 times.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_tcpmaxdataretransmissionsipv6 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000259|
To Review|4.5.12|(L2)|Ensure 'MSS: (TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted' is set to 'Enabled: 3' (Automated)|||• Level 2 (L2)|This setting controls the number of times that TCP retransmits an individual data segment (non-connect segment) before the connection is aborted. The retransmission time-out is doubled with each successive retransmission on a connection. It is reset when responses resume. The base time-out value is dynamically determined by the measured round-trip time on the connection. The recommended state for this setting is: Enabled: 3.|A malicious user could exhaust a target computer's resources if it never sent any acknowledgment messages for data that was transmitted by the target computer.|TCP starts a retransmission timer when each outbound segment is passed to the IP. If no acknowledgment is received for the data in a given segment before the timer expires, then the segment is retransmitted up to three times.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 3. HKLM\SYSTEM\CurrentControlSet\Services\Tcpip\Parameters:TcpMaxDataRetransmiss ions|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: 3. Administrative Templates\MSS (Legacy)\MSS:(TcpMaxDataRetransmissions) How many times unacknowledged data is retransmitted|5 times.|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_tcpmaxdataretransmissions 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000260|
To Review|4.5.13|(L1)|Ensure 'MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning' is set to 'Enabled: 90% or less' (Automated)|||• Level 1 (L1)|This setting can generate a security audit in the Security event log when the log reaches a user-defined threshold. The recommended state for this setting is: Enabled: 90% or less. Note: If log settings are configured to Overwrite events as needed or Overwrite events older than x days, this event will not be generated.|If the Security log reaches 90 percent of its capacity and the computer has not been configured to overwrite events as needed, more recent events will not be written to the log. If the log reaches its capacity and the computer has been configured to shut down when it can no longer record events to the Security log, the computer will shut down and will no longer be available to provide network services.|An audit event will be generated when the Security log reaches the 90% percent full threshold (or whatever lower value may be set) unless the log is configured to overwrite events as needed.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 90. HKLM\SYSTEM\CurrentControlSet\Services\Eventlog\Security:WarningLevel|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled: 90% or less. Administrative Templates\MSS (Legacy)\MSS: (WarningLevel) Percentage threshold for the security event log at which the system will generate a warning|0%. (No warning event is generated.)|1. https://techcommunity.microsoft.com/t5/microsoft-security-baselines/the-msssettings/ba-p/701055 2. https://learn.microsoft.com/en-us/windows/client-management/mdm/policy-cspadmx-mss-legacy#pol_mss_warninglevel 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later 4. GRID: MS-00000261|
To Review|4.6.4.1|(L1)|Ensure 'Turn off multicast name resolution' is set to 'Enabled' (Automated)|||• Level 1 (L1)|Link-Local Multicast Name Resolution (LLMNR) is a secondary name resolution protocol. With LLMNR, queries are sent using multicast over a local network link on a single subnet from a client computer to another client computer on the same subnet that also has LLMNR enabled. LLMNR does not require a DNS server or DNS client configuration and provides name resolution in scenarios in which conventional DNS name resolution is not possible. The recommended state for this setting is: Enabled.|An attacker can listen on a network for these LLMNR (UDP/5355) or NBT-NS (UDP/137) broadcasts and respond to them, tricking the host into thinking that it knows the location of the requested system. Note: To completely mitigate local name resolution poisoning, in addition to this setting, the properties of each installed NIC should also be set to Disable NetBIOS over TCP/IP (on the WINS tab in the NIC properties). Unfortunately, there is no global setting to achieve this that automatically applies to all NICs - it is a per-NIC setting that varies with different NIC hardware installations.|In the event DNS is unavailable a system will be unable to request it from other systems on the same subnet.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry location with a REG_DWORD value of 0. HKLM\SOFTWARE\Policies\Microsoft\Windows NT\DNSClient:EnableMulticast|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Enabled. Administrative Templates\Network\DNS Client\Turn off multicast name resolution|Disabled. (LLMNR will be enabled on all available network adapters.)|1. https://learn.microsoft.com/en-us/openspecs/windows_protocols/msllmnrp/02b1d227-d7a2-4026-9fd6-27ea5651fe85 2. GRID: MS-00000264 3. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later|
To Review|4.6.8.1|(L2)|Ensure 'Turn on Mapper I/O (LLTDIO) driver' is set to 'Disabled' (Automated)|||• Level 2 (L2)|This policy setting changes the operational behavior of the Mapper I/O network protocol driver. LLTDIO allows a computer to discover the topology of a network it's connected to. It also allows a computer to initiate Quality-of-Service requests such as bandwidth estimation and network health analysis. The recommended state for this setting is: Disabled.|To help protect from potentially discovering and connecting to unauthorized devices, this setting should be disabled to prevent responding to network traffic for network topology discovery.|None - this is the default behavior.|Navigate to the UI Path articulated in the Remediation section and confirm it is set as prescribed. This policy setting is backed by the following registry locations with a REG_DWORD value of 0. HKLM\SOFTWARE\Policies\Microsoft\Windows\LLTD:AllowLLTDIOOnDomain HKLM\SOFTWARE\Policies\Microsoft\Windows\LLTD:AllowLLTDIOOnPublicNet HKLM\SOFTWARE\Policies\Microsoft\Windows\LLTD:EnableLLTDIO HKLM\SOFTWARE\Policies\Microsoft\Windows\LLTD:ProhibitLLTDIOOnPrivateNet|To establish the recommended configuration via configuration profiles, set the following Settings Catalog path to Disabled. Administrative Templates\Network\Link-Layer Topology Discovery\Turn on Mapper I/O (LLTDIO) driver|Disabled. (The Mapper I/O (LLTDIO) network protocol driver is turned off.)|1. GRID: MS-00000267 2. Minimum OS CSP: Windows 10, Version 2004 with KB5005101 and later|
